country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Karnataka,Chikkaballapur,"Chikkaballapur Rural, Chikkaballapur - KSPCB",05-04-2026 08:00,13.428828,77.731418,OZONE,10,19,17
India,Jharkhand,Dhanbad,"Sardar Patel Nagar, Dhanbad - JSPCB",05-04-2026 08:00,23.80569,86.44268,NO2,97,319,121
India,Jharkhand,Dhanbad,"Sardar Patel Nagar, Dhanbad - JSPCB",05-04-2026 08:00,23.80569,86.44268,SO2,2,135,83
India,Kerala,Thrissur,"Corporation Ground, Thrissur - Kerala PCB",05-04-2026 08:00,10.5324,76.2159,NO2,8,11,9
India,Kerala,Thrissur,"Corporation Ground, Thrissur - Kerala PCB",05-04-2026 08:00,10.5324,76.2159,OZONE,31,32,31
India,Madhya Pradesh,Bhopal,"Idgah Hills, Bhopal - MPPCB",05-04-2026 08:00,23.264759,77.381568,PM10,83,152,108
India,Madhya Pradesh,Bhopal,"Paryavaran Parisar, Bhopal - MPPCB",05-04-2026 08:00,23.210494,77.425409,NO2,22,48,31
India,Madhya Pradesh,Bhopal,"Paryavaran Parisar, Bhopal - MPPCB",05-04-2026 08:00,23.210494,77.425409,OZONE,30,48,39
India,Madhya Pradesh,Bhopal,"T T Nagar, Bhopal - MPPCB",05-04-2026 08:00,23.233584,77.400574,PM2.5,37,139,66
India,Madhya Pradesh,Bhopal,"T T Nagar, Bhopal - MPPCB",05-04-2026 08:00,23.233584,77.400574,PM10,84,129,103
India,Karnataka,Mysuru,"Hebbal 1st Stage, Mysuru - KSPCB",05-04-2026 08:00,12.21041,76.37376,NO2,13,20,17
India,Karnataka,Mysuru,"Hebbal 1st Stage, Mysuru - KSPCB",05-04-2026 08:00,12.21041,76.37376,CO,6,24,11
India,Karnataka,Ramanagara,"Vijay Nagar, Ramanagara - KSPCB",05-04-2026 08:00,12.733409,77.298051,NO2,10,28,16
India,Karnataka,Ramanagara,"Vijay Nagar, Ramanagara - KSPCB",05-04-2026 08:00,12.733409,77.298051,CO,16,37,29
India,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB",05-04-2026 08:00,13.94,75.555917,NH3,2,3,2
India,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB",05-04-2026 08:00,13.94,75.555917,SO2,2,5,3
India,Madhya Pradesh,Gwalior,"City Center, Gwalior - MPPCB",05-04-2026 08:00,26.203442,78.193251,SO2,NA,NA,NA
India,Madhya Pradesh,Gwalior,"Deen Dayal Nagar, Gwalior - MPPCB",05-04-2026 08:00,26.259242,78.216432,SO2,7,13,10
India,Madhya Pradesh,Gwalior,"Deen Dayal Nagar, Gwalior - MPPCB",05-04-2026 08:00,26.259242,78.216432,CO,28,71,60
India,Madhya Pradesh,Gwalior,"Maharaj Bada, Gwalior - MPPCB",05-04-2026 08:00,26.200388,78.147714,PM2.5,NA,NA,NA
India,Madhya Pradesh,Gwalior,"Maharaj Bada, Gwalior - MPPCB",05-04-2026 08:00,26.200388,78.147714,PM10,NA,NA,NA
India,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB",05-04-2026 08:00,13.94,75.555917,CO,8,27,20
India,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB",05-04-2026 08:00,13.94,75.555917,OZONE,46,77,52
India,Karnataka,Vijayapura,"Ibrahimpur, Vijayapura - KSPCB",05-04-2026 08:00,16.802639,75.722694,CO,12,40,23
India,Karnataka,Vijayapura,"Ibrahimpur, Vijayapura - KSPCB",05-04-2026 08:00,16.802639,75.722694,OZONE,11,17,15
India,Kerala,Kannur,"Thavakkara, Kannur - Kerala PCB",05-04-2026 08:00,11.875,75.3732,NH3,2,2,2
India,Kerala,Thiruvananthapuram,"Kariavattom, Thiruvananthapuram - Kerala PCB",05-04-2026 08:00,8.5637,76.8865,SO2,NA,NA,NA
India,Kerala,Thiruvananthapuram,"Plammoodu, Thiruvananthapuram - Kerala PCB",05-04-2026 08:00,8.5149093,76.9435879,PM10,24,42,32
India,Kerala,Kannur,"Thavakkara, Kannur - Kerala PCB",05-04-2026 08:00,11.875,75.3732,CO,10,22,10
India,Kerala,Kannur,"Thavakkara, Kannur - Kerala PCB",05-04-2026 08:00,11.875,75.3732,OZONE,28,32,28
India,Madhya Pradesh,Damoh,"Shrivastav Colony, Damoh - MPPCB",05-04-2026 08:00,23.81748678,79.446246,PM10,10,101,43
India,Madhya Pradesh,Dewas,"Bhopal Chauraha, Dewas - MPPCB",05-04-2026 08:00,22.9682591,76.064118,NO2,24,106,81
India,Madhya Pradesh,Pithampur,"Sector-2 Industrial Area, Pithampur - MPPCB",05-04-2026 08:00,22.624758,75.675238,OZONE,3,104,52
India,Madhya Pradesh,Ratlam,"Shasthri Nagar, Ratlam - IPCA Lab",05-04-2026 08:00,23.331731,75.045981,NO2,12,16,14
India,Madhya Pradesh,Sagar,"Civil Lines, Sagar - MPPCB",05-04-2026 08:00,23.838586,78.759431,CO,16,48,17
India,Madhya Pradesh,Sagar,"Deen Dayal Nagar, Sagar - MPPCB",05-04-2026 08:00,23.8640158,78.80289321,NO2,2,16,7
India,Madhya Pradesh,Sagar,"Deen Dayal Nagar, Sagar - MPPCB",05-04-2026 08:00,23.8640158,78.80289321,SO2,1,4,2
India,Madhya Pradesh,Singrauli,"Suryakiran Bhawan NCL, Singrauli - MPPCB",05-04-2026 08:00,24.10897,82.64558,NO2,NA,NA,NA
India,Maharashtra,Ambernath,"Chinchpada, Ambernath - MPCB",05-04-2026 08:00,19.215784,73.199781,NO2,17,47,30
India,Maharashtra,Amravati,"Shri Shivaji Science College, Amravati - MPCB",05-04-2026 08:00,20.939198,77.765701,OZONE,1,56,21
India,Maharashtra,Aurangabad,"MIDC Chilkalthana, Aurangabad - MPCB",05-04-2026 08:00,19.87562,75.38731,PM10,35,48,42
India,Maharashtra,Aurangabad,"MIDC Chilkalthana, Aurangabad - MPCB",05-04-2026 08:00,19.87562,75.38731,SO2,1,2,1
India,Maharashtra,Aurangabad,"More Chowk Waluj, Aurangabad - MPCB",05-04-2026 08:00,19.8389439,75.244448,PM2.5,25,297,88
India,Maharashtra,Aurangabad,"More Chowk Waluj, Aurangabad - MPCB",05-04-2026 08:00,19.8389439,75.244448,PM10,26,173,76
India,Madhya Pradesh,Indore,"Residency Area, Indore - IMC",05-04-2026 08:00,22.7084,75.8815,OZONE,5,13,7
India,Madhya Pradesh,Jabalpur,"Govindh Bhavan Colony, Jabalpur - JMC",05-04-2026 08:00,23.163174,79.973061,NO2,8,15,10
India,Madhya Pradesh,Jabalpur,"Gupteshwar, Jabalpur - JMC",05-04-2026 08:00,23.142888,79.916147,PM10,25,130,65
India,Madhya Pradesh,Jabalpur,"Gupteshwar, Jabalpur - JMC",05-04-2026 08:00,23.142888,79.916147,NO2,10,54,19
India,Maharashtra,Ahmednagar,"Tarakpur, Ahmednagar - MPCB",05-04-2026 08:00,19.10122,74.73339,PM2.5,6,62,40
India,Maharashtra,Ahmednagar,"Tarakpur, Ahmednagar - MPCB",05-04-2026 08:00,19.10122,74.73339,PM10,17,224,61
India,Maharashtra,Ahmednagar,"Tarakpur, Ahmednagar - MPCB",05-04-2026 08:00,19.10122,74.73339,SO2,3,44,8
India,Maharashtra,Akola,"Ramdaspeth, Akola - MPCB",05-04-2026 08:00,20.719516,77.000253,PM2.5,30,301,55
India,Maharashtra,Akola,"Ramdaspeth, Akola - MPCB",05-04-2026 08:00,20.719516,77.000253,NO2,8,92,21
India,Maharashtra,Aurangabad,"More Chowk Waluj, Aurangabad - MPCB",05-04-2026 08:00,19.8389439,75.244448,CO,1,90,22
India,Maharashtra,Aurangabad,"More Chowk Waluj, Aurangabad - MPCB",05-04-2026 08:00,19.8389439,75.244448,OZONE,9,50,15
India,Maharashtra,Aurangabad,"Rachnakar Colony, Aurangabad - MPCB",05-04-2026 08:00,19.863756,75.321188,PM2.5,38,65,52
India,Maharashtra,Badlapur,"Katrap, Badlapur - MPCB",05-04-2026 08:00,19.16485,73.23409,SO2,3,10,7
India,Madhya Pradesh,Jabalpur,"Suhagi, Jabalpur - JMC",05-04-2026 08:00,23.218135,79.95777,OZONE,6,62,36
India,Madhya Pradesh,Katni,"Gole Bazar, Katni - MPPCB",05-04-2026 08:00,23.50016,80.23284,PM10,28,215,80
India,Madhya Pradesh,Katni,"Gole Bazar, Katni - MPPCB",05-04-2026 08:00,23.50016,80.23284,NO2,16,35,26
India,Madhya Pradesh,Katni,"Gole Bazar, Katni - MPPCB",05-04-2026 08:00,23.50016,80.23284,SO2,22,62,39
India,Madhya Pradesh,Indore,"Maguda Nagar, Indore - IMC",05-04-2026 08:00,22.7524,75.8872,PM2.5,33,89,54
India,Madhya Pradesh,Indore,"Maguda Nagar, Indore - IMC",05-04-2026 08:00,22.7524,75.8872,SO2,24,37,29
India,Madhya Pradesh,Indore,"Regional Park, Indore - IMC",05-04-2026 08:00,22.678,75.8559,PM2.5,4,85,54
India,Madhya Pradesh,Maihar,"Sahilara, Maihar - KJS Cements",05-04-2026 08:00,24.2613009,80.7231783,PM2.5,NA,NA,NA
India,Madhya Pradesh,Jabalpur,"Marhatal, Jabalpur - MPPCB",05-04-2026 08:00,23.168606,79.932247,PM2.5,4,57,32
India,Maharashtra,Jalgaon,"Prabhat Colony, Jalgaon - MPCB",05-04-2026 08:00,21.001264,75.565602,CO,20,24,21
India,Maharashtra,Jalna,"Old MIDC, Jalna - MPCB",05-04-2026 08:00,19.854616,75.905894,NO2,17,32,21
India,Maharashtra,Jalna,"Old MIDC, Jalna - MPCB",05-04-2026 08:00,19.854616,75.905894,NH3,3,6,4
India,Maharashtra,Jalna,"Old MIDC, Jalna - MPCB",05-04-2026 08:00,19.854616,75.905894,CO,5,26,10
India,Maharashtra,Kalyan,"Khadakpada, Kalyan - MPCB",05-04-2026 08:00,19.25292,73.142019,PM2.5,16,72,41
India,Maharashtra,Kalyan,"Pimpleshwar Mandir, Kalyan - MPCB",05-04-2026 08:00,19.192056,72.9585188,SO2,NA,NA,NA
India,Maharashtra,Kolhapur,"Shivaji University, Kolhapur - MPCB",05-04-2026 08:00,16.6870449,74.2505872,SO2,3,4,4
India,Maharashtra,Kolhapur,"Shivaji University, Kolhapur - MPCB",05-04-2026 08:00,16.6870449,74.2505872,OZONE,4,51,11
India,Maharashtra,Belapur,"CBD Belapur, Belapur - MPCB",05-04-2026 08:00,19.0243902,73.0406721,OZONE,1,48,3
India,Maharashtra,Bhiwandi,"Gokul Nagar, Bhiwandi - MPCB",05-04-2026 08:00,19.309073,73.057223,OZONE,13,86,14
India,Maharashtra,Boisar,"Khaira, Boisar - MPCB",05-04-2026 08:00,19.786089,72.757971,PM10,42,64,50
India,Maharashtra,Boisar,"Khaira, Boisar - MPCB",05-04-2026 08:00,19.786089,72.757971,NO2,NA,NA,NA
India,Maharashtra,Boisar,"Khaira, Boisar - MPCB",05-04-2026 08:00,19.786089,72.757971,SO2,NA,NA,NA
India,Maharashtra,Boisar,"Khaira, Boisar - MPCB",05-04-2026 08:00,19.786089,72.757971,CO,2,42,24
India,Maharashtra,Chandrapur,"Chauhan Colony, Chandrapur - MPCB",05-04-2026 08:00,19.9629,79.298714,NH3,1,2,1
India,Maharashtra,Chandrapur,"MIDC Khutala, Chandrapur - MPCB",05-04-2026 08:00,19.9775302,79.2337086,CO,36,42,39
India,Maharashtra,Dhule,"Deopur, Dhule - MPCB",05-04-2026 08:00,20.918946,74.776388,NH3,1,2,1
India,Maharashtra,Dhule,"Deopur, Dhule - MPCB",05-04-2026 08:00,20.918946,74.776388,SO2,4,12,8
India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - IITM",05-04-2026 08:00,19.053536,72.84643,PM10,69,134,96
India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - IITM",05-04-2026 08:00,19.053536,72.84643,SO2,1,3,2
India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - MPCB",05-04-2026 08:00,19.065931,72.862131,PM10,37,91,56
India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - MPCB",05-04-2026 08:00,19.065931,72.862131,NO2,8,24,16
India,Maharashtra,Kolhapur,"Sinchan Bhavan, Kolhapur - MPCB",05-04-2026 08:00,16.7143745,74.2426398,OZONE,8,49,11
India,Maharashtra,Mahad,"Kamble Tarf Birwadi, Mahad - MPCB",05-04-2026 08:00,18.1023399,73.4783687,NO2,17,45,24
India,Maharashtra,Mahad,"Kamble Tarf Birwadi, Mahad - MPCB",05-04-2026 08:00,18.1023399,73.4783687,OZONE,19,62,32
India,Maharashtra,Malegaon,"Mahesh Nagar, Malegaon - MPCB",05-04-2026 08:00,20.555712,74.529236,NH3,1,2,1
India,Maharashtra,Mira-Bhayandar,"Bhayandar West, Mira-Bhayandar - MPCB",05-04-2026 08:00,19.296481,72.840923,NO2,9,32,18
India,Maharashtra,Mumbai,"Borivali East, Mumbai - MPCB",05-04-2026 08:00,19.2243333,72.8658113,PM2.5,NA,NA,NA
India,Maharashtra,Mumbai,"Borivali East, Mumbai - MPCB",05-04-2026 08:00,19.2243333,72.8658113,NH3,1,9,4
India,Maharashtra,Hingoli,"Ashta Vinayak Nagar, Hingoli - MPCB",05-04-2026 08:00,19.710842,77.151824,NO2,9,63,22
India,Maharashtra,Hingoli,"Ashta Vinayak Nagar, Hingoli - MPCB",05-04-2026 08:00,19.710842,77.151824,NH3,4,5,5
India,Maharashtra,Mumbai,"Borivali East, Mumbai - IITM",05-04-2026 08:00,19.23241,72.86895,NO2,25,52,36
India,Maharashtra,Mumbai,"Worli, Mumbai -MPCB",05-04-2026 08:00,18.994218,72.8158167,OZONE,14,31,23
India,Maharashtra,Nagpur,"Ambazari, Nagpur - MPCB",05-04-2026 08:00,21.121801,79.04952,PM10,30,111,62
India,Maharashtra,Nagpur,"Ambazari, Nagpur - MPCB",05-04-2026 08:00,21.121801,79.04952,NO2,4,76,28
India,Maharashtra,Nagpur,"Ambazari, Nagpur - MPCB",05-04-2026 08:00,21.121801,79.04952,SO2,4,75,19
India,Maharashtra,Nagpur,"Ambazari, Nagpur - MPCB",05-04-2026 08:00,21.121801,79.04952,CO,7,120,17
India,Maharashtra,Nagpur,"Mahal, Nagpur - MPCB",05-04-2026 08:00,21.14472,79.107595,PM2.5,36,255,84
India,Maharashtra,Nagpur,"Mahal, Nagpur - MPCB",05-04-2026 08:00,21.14472,79.107595,SO2,10,116,60
India,Maharashtra,Nagpur,"Opp GPO Civil Lines, Nagpur - MPCB",05-04-2026 08:00,21.152875,79.0517531,PM2.5,13,159,61
India,Maharashtra,Nagpur,"Opp GPO Civil Lines, Nagpur - MPCB",05-04-2026 08:00,21.152875,79.0517531,PM10,27,149,70
India,Maharashtra,Nagpur,"Opp GPO Civil Lines, Nagpur - MPCB",05-04-2026 08:00,21.152875,79.0517531,NO2,8,80,31
India,Maharashtra,Nagpur,"Opp GPO Civil Lines, Nagpur - MPCB",05-04-2026 08:00,21.152875,79.0517531,OZONE,5,54,30
India,Maharashtra,Nagpur,"Ram Nagar, Nagpur - MPCB",05-04-2026 08:00,21.143383,79.048912,PM10,29,113,66
India,Maharashtra,Mumbai,"Kandivali West, Mumbai - BMC",05-04-2026 08:00,19.215859,72.831718,PM10,31,64,44
India,Maharashtra,Mumbai,"Kandivali West, Mumbai - BMC",05-04-2026 08:00,19.215859,72.831718,OZONE,NA,NA,NA
India,Maharashtra,Mumbai,"Kherwadi_Bandra East, Mumbai - MPCB",05-04-2026 08:00,19.0632143,72.8456324,PM2.5,17,70,35
India,Maharashtra,Mumbai,"Kherwadi_Bandra East, Mumbai - MPCB",05-04-2026 08:00,19.0632143,72.8456324,NH3,6,13,10
India,Maharashtra,Mumbai,"Khindipada-Bhandup West, Mumbai - IITM",05-04-2026 08:00,19.1653323,72.922099,CO,8,13,11
India,Maharashtra,Mumbai,"Kurla, Mumbai - MPCB",05-04-2026 08:00,19.0863,72.8888,CO,8,14,10
India,Maharashtra,Mumbai,"Malad West, Mumbai - IITM",05-04-2026 08:00,19.19709,72.82204,PM2.5,5,40,22
India,Maharashtra,Mumbai,"Malad West, Mumbai - IITM",05-04-2026 08:00,19.19709,72.82204,NO2,26,56,36
India,Maharashtra,Mumbai,"Mazgaon, Mumbai - IITM",05-04-2026 08:00,18.96702,72.84214,PM2.5,32,70,48
India,Maharashtra,Mumbai,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",05-04-2026 08:00,19.10078,72.87462,PM2.5,40,58,48
India,Maharashtra,Mumbai,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",05-04-2026 08:00,19.10078,72.87462,PM10,48,71,59
India,Maharashtra,Mumbai,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",05-04-2026 08:00,19.10078,72.87462,SO2,7,8,7
India,Maharashtra,Mumbai,"Colaba, Mumbai - MPCB",05-04-2026 08:00,18.91,72.82,PM2.5,1,26,10
India,Maharashtra,Mumbai,"Colaba, Mumbai - MPCB",05-04-2026 08:00,18.91,72.82,NO2,27,28,28
India,Maharashtra,Mumbai,"Colaba, Mumbai - MPCB",05-04-2026 08:00,18.91,72.82,SO2,NA,NA,NA
India,Maharashtra,Mumbai,"Ghatkopar, Mumbai - BMC",05-04-2026 08:00,19.083694,72.920967,PM2.5,3,59,40
India,Maharashtra,Mumbai,"Ghatkopar, Mumbai - BMC",05-04-2026 08:00,19.083694,72.920967,SO2,NA,NA,NA
India,Maharashtra,Mumbai,"Mazgaon, Mumbai - IITM",05-04-2026 08:00,18.96702,72.84214,CO,18,41,25
India,Maharashtra,Mumbai,"Mindspace-Malad West, Mumbai - MPCB",05-04-2026 08:00,19.1878657,72.8304069,SO2,6,11,9
India,Maharashtra,Mumbai,"Mulund West, Mumbai - MPCB",05-04-2026 08:00,19.175,72.9419,PM2.5,17,29,22
India,Maharashtra,Mumbai,"Powai, Mumbai - MPCB",05-04-2026 08:00,19.1375,72.915056,NH3,2,2,2
India,Maharashtra,Mumbai,"Powai, Mumbai - MPCB",05-04-2026 08:00,19.1375,72.915056,OZONE,9,9,9
India,Maharashtra,Mumbai,"Sewri, Mumbai - BMC",05-04-2026 08:00,19.000084,72.85673,PM10,27,68,41
India,Maharashtra,Mumbai,"Shivaji Nagar, Mumbai - BMC",05-04-2026 08:00,19.060498,72.923356,PM2.5,10,37,27
India,Maharashtra,Mumbai,"Shivaji Nagar, Mumbai - BMC",05-04-2026 08:00,19.060498,72.923356,NH3,2,7,4
India,Maharashtra,Mumbai,"Siddharth Nagar-Worli, Mumbai - IITM",05-04-2026 08:00,19.000083,72.813993,NH3,3,14,6
India,Maharashtra,Mumbai,"Sion, Mumbai - MPCB",05-04-2026 08:00,19.047,72.8746,PM10,33,105,47
India,Maharashtra,Mumbai,"Sion, Mumbai - MPCB",05-04-2026 08:00,19.047,72.8746,SO2,1,3,1
India,Maharashtra,Mumbai,"Worli, Mumbai -MPCB",05-04-2026 08:00,18.994218,72.8158167,CO,13,22,14
India,Maharashtra,Nanded,"Sneh Nagar, Nanded - MPCB",05-04-2026 08:00,19.173852,77.296291,OZONE,16,102,39
India,Maharashtra,Nashik,"Gangapur Road, Nashik - MPCB",05-04-2026 08:00,20.0073285,73.7762427,PM2.5,13,61,27
India,Maharashtra,Nashik,"Gangapur Road, Nashik - MPCB",05-04-2026 08:00,20.0073285,73.7762427,NH3,3,3,3
India,Maharashtra,Nashik,"Gangapur Road, Nashik - MPCB",05-04-2026 08:00,20.0073285,73.7762427,OZONE,9,29,29
India,Maharashtra,Nashik,"Hirawadi, Nashik - MPCB",05-04-2026 08:00,20.021503,73.813844,PM10,53,85,68
India,Maharashtra,Mumbai,"Byculla, Mumbai - BMC",05-04-2026 08:00,18.9767,72.838,NO2,9,38,14
India,Maharashtra,Mumbai,"Byculla, Mumbai - BMC",05-04-2026 08:00,18.9767,72.838,CO,31,44,32
India,Maharashtra,Mumbai,"Chakala-Andheri East, Mumbai - IITM",05-04-2026 08:00,19.11074,72.86084,SO2,5,30,13
India,Maharashtra,Mumbai,"Chakala-Andheri East, Mumbai - IITM",05-04-2026 08:00,19.11074,72.86084,CO,2,33,19
India,Maharashtra,Mumbai,"Chakala-Andheri East, Mumbai - IITM",05-04-2026 08:00,19.11074,72.86084,OZONE,1,52,42
India,Maharashtra,Nagpur,"Ram Nagar, Nagpur - MPCB",05-04-2026 08:00,21.143383,79.048912,CO,18,87,27
India,Maharashtra,Nanded,"Sneh Nagar, Nanded - MPCB",05-04-2026 08:00,19.173852,77.296291,PM10,26,82,48
India,Maharashtra,Mumbai,"Chembur, Mumbai - MPCB",05-04-2026 08:00,19.0364585,72.8954371,PM10,34,57,46
India,Maharashtra,Mumbai,"Chembur, Mumbai - MPCB",05-04-2026 08:00,19.0364585,72.8954371,CO,39,50,41
India,Maharashtra,Navi Mumbai,"Mahape, Navi Mumbai - MPCB",05-04-2026 08:00,19.1135051,73.008978,OZONE,7,15,10
India,Maharashtra,Navi Mumbai,"Nerul, Navi Mumbai - MPCB",05-04-2026 08:00,19.008751,73.01662,PM2.5,21,57,31
India,Maharashtra,Navi Mumbai,"Nerul, Navi Mumbai - MPCB",05-04-2026 08:00,19.008751,73.01662,NH3,6,6,6
India,Maharashtra,Navi Mumbai,"Sanpada, Navi Mumbai - MPCB",05-04-2026 08:00,19.0575752,73.0151367,PM10,NA,NA,NA
India,Maharashtra,Navi Mumbai,"Sanpada, Navi Mumbai - MPCB",05-04-2026 08:00,19.0575752,73.0151367,NH3,NA,NA,NA
India,Maharashtra,Navi Mumbai,"Sector-2E Kalamboli, Navi Mumbai - MPCB",05-04-2026 08:00,19.02579,73.10297,PM10,44,98,66
India,Maharashtra,Navi Mumbai,"Sector-2E Kalamboli, Navi Mumbai - MPCB",05-04-2026 08:00,19.02579,73.10297,NO2,11,24,18
India,Maharashtra,Navi Mumbai,"Sector-2E Kalamboli, Navi Mumbai - MPCB",05-04-2026 08:00,19.02579,73.10297,NH3,3,6,4
India,Maharashtra,Navi Mumbai,"Sector-2E Kalamboli, Navi Mumbai - MPCB",05-04-2026 08:00,19.02579,73.10297,SO2,2,8,6
India,Maharashtra,Navi Mumbai,"Tondare-Taloja, Navi Mumbai - MPCB",05-04-2026 08:00,19.063,73.1209,PM2.5,18,58,31
India,Maharashtra,Navi Mumbai,"Tondare-Taloja, Navi Mumbai - MPCB",05-04-2026 08:00,19.063,73.1209,NH3,3,5,4
India,Maharashtra,Navi Mumbai,"Tondare-Taloja, Navi Mumbai - MPCB",05-04-2026 08:00,19.063,73.1209,OZONE,1,34,1
India,Maharashtra,Parbhani,"Masoom Colony, Parbhani - MPCB",05-04-2026 08:00,19.265594,76.761463,SO2,11,14,12
India,Maharashtra,Pimpri-Chinchwad,"Bhosari, Pune - IITM",05-04-2026 08:00,18.640051,73.848956,PM10,30,103,69
India,Maharashtra,Pimpri-Chinchwad,"Savta Mali Nagar, Pimpri-Chinchwad - IITM",05-04-2026 08:00,18.614767,73.799516,PM10,44,100,69
India,Maharashtra,Pimpri-Chinchwad,"Thergaon, Pimpri Chinchwad - MPCB",05-04-2026 08:00,18.616318,73.765797,OZONE,25,71,27
India,Maharashtra,Pune,"Dhankawadi, Pune - IITM",05-04-2026 08:00,18.459883,73.852193,CO,32,111,72
India,Maharashtra,Pune,"Katraj Dairy, Pune - MPCB",05-04-2026 08:00,18.45445,73.854155,NO2,1,19,10
India,Maharashtra,Pune,"Katraj Dairy, Pune - MPCB",05-04-2026 08:00,18.45445,73.854155,SO2,1,3,2
India,Maharashtra,Pune,"Panchawati_Pashan, Pune - IITM",05-04-2026 08:00,18.536457,73.805454,PM10,37,107,68
India,Maharashtra,Pimpri-Chinchwad,"Bhosari, Pune - IITM",05-04-2026 08:00,18.640051,73.848956,CO,2,36,28
India,Maharashtra,Pimpri-Chinchwad,"Gavalinagar, Pimpri Chinchwad - MPCB",05-04-2026 08:00,18.63673,73.82487,PM2.5,22,59,40
India,Maharashtra,Nashik,"Hirawadi, Nashik - MPCB",05-04-2026 08:00,20.021503,73.813844,NO2,1,7,4
India,Maharashtra,Nashik,"MIDC Ambad, Nashik - MPCB",05-04-2026 08:00,19.95022,73.73148,PM10,NA,NA,NA
India,Maharashtra,Pimpri-Chinchwad,"Gavalinagar, Pimpri Chinchwad - MPCB",05-04-2026 08:00,18.63673,73.82487,SO2,1,2,1
India,Maharashtra,Pimpri-Chinchwad,"Gavalinagar, Pimpri Chinchwad - MPCB",05-04-2026 08:00,18.63673,73.82487,CO,9,42,13
India,Maharashtra,Pimpri-Chinchwad,"Park Street Wakad, Pimpri Chinchwad - MPCB",05-04-2026 08:00,18.59051,73.77946,OZONE,6,115,9
India,Maharashtra,Navi Mumbai,"Kopripada-Vashi, Navi Mumbai - MPCB",05-04-2026 08:00,19.090337,73.014232,PM10,52,94,70
India,Maharashtra,Thane,"Kasarvadavali, Thane - MPCB",05-04-2026 08:00,19.26777,72.97182,CO,6,61,33
India,Maharashtra,Thane,"Upvan Fort, Thane - MPCB",05-04-2026 08:00,19.222279,72.957979,PM10,48,96,64
India,Maharashtra,Thane,"Upvan Fort, Thane - MPCB",05-04-2026 08:00,19.222279,72.957979,NH3,3,3,3
India,Maharashtra,Thane,"Upvan Fort, Thane - MPCB",05-04-2026 08:00,19.222279,72.957979,CO,20,70,38
India,Maharashtra,Ulhasnagar,"Sidhi Vinayak Nagar, Ulhasnagar - MPCB",05-04-2026 08:00,19.235581,73.159121,NO2,9,31,20
India,Maharashtra,Ulhasnagar,"Sidhi Vinayak Nagar, Ulhasnagar - MPCB",05-04-2026 08:00,19.235581,73.159121,NH3,4,7,6
India,Maharashtra,Virar,"Bolinj, Virar - MPCB",05-04-2026 08:00,19.445821,72.7988231,NH3,1,107,27
India,Maharashtra,Sangli,"Vijay Nagar, Sangli - MPCB",05-04-2026 08:00,16.5038,74.3623,PM10,35,90,58
India,Maharashtra,Sangli,"Vijay Nagar, Sangli - MPCB",05-04-2026 08:00,16.5038,74.3623,CO,6,30,9
India,Maharashtra,Solapur,"Dnyaneshwar Nagar, Solapur - MPCB",05-04-2026 08:00,17.6336264,75.9132495,NO2,9,52,23
India,Maharashtra,Solapur,"Dnyaneshwar Nagar, Solapur - MPCB",05-04-2026 08:00,17.6336264,75.9132495,NH3,11,29,17
India,Maharashtra,Solapur,"Dnyaneshwar Nagar, Solapur - MPCB",05-04-2026 08:00,17.6336264,75.9132495,OZONE,16,66,29
India,Maharashtra,Solapur,"Ratandeep Housing Society, Solapur - MPCB",05-04-2026 08:00,17.65439,75.90649,PM2.5,40,84,60
India,Maharashtra,Solapur,"Ratandeep Housing Society, Solapur - MPCB",05-04-2026 08:00,17.65439,75.90649,PM10,69,125,90
India,Maharashtra,Pune,"Panchawati_Pashan, Pune - IITM",05-04-2026 08:00,18.536457,73.805454,NO2,9,30,16
India,Maharashtra,Pune,"Revenue Colony-Shivajinagar, Pune - IITM",05-04-2026 08:00,18.530085,73.849598,PM10,39,94,70
India,Maharashtra,Pune,"Revenue Colony-Shivajinagar, Pune - IITM",05-04-2026 08:00,18.530085,73.849598,SO2,9,36,19
India,Maharashtra,Pune,"Revenue Colony-Shivajinagar, Pune - IITM",05-04-2026 08:00,18.530085,73.849598,CO,1,40,7
India,Nagaland,Kohima,"PWD Junction, Kohima - NPCB",05-04-2026 08:00,25.6635413,94.0989878,NO2,3,4,3
India,Odisha,Angul,"Hakimapada, Angul - OSPCB",05-04-2026 08:00,20.832874,85.104082,PM2.5,50,300,115
India,Odisha,Angul,"Hakimapada, Angul - OSPCB",05-04-2026 08:00,20.832874,85.104082,PM10,73,211,120
